iShares Russell 2000 ETF
Fund Holdings as of,"Jan 02, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"299,050,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NVEC","NVE CORP","Information Technology","Equity","7,243,910.35","0.01","7,243,910.35","117,883.00","61.45","United States","NASDAQ","USD","1.00","USD","-"
"CMTG","CLAROS MORTGAGE TRUST INC","Financials","Equity","7,202,097.84","0.01","7,202,097.84","2,330,776.00","3.09","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRDA","ENTRADA THERAPEUTICS INC","Health Care","Equity","7,173,659.85","0.01","7,173,659.85","713,797.00","10.05","United States","NASDAQ","USD","1.00","USD","-"
"SWIM","LATHAM GROUP INC","Consumer Discretionary","Equity","7,174,339.71","0.01","7,174,339.71","1,133,387.00","6.33","United States","NASDAQ","USD","1.00","USD","-"
"GNE","GENIE ENERGY LTD CLASS B","Utilities","Equity","7,177,595.04","0.01","7,177,595.04","524,678.00","13.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTGO","CONTANGO ORE INC","Materials","Equity","7,166,318.70","0.01","7,166,318.70","266,902.00","26.85","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"TSBK","TIMBERLAND BANCORP INC","Financials","Equity","7,088,010.59","0.01","7,088,010.59","200,623.00","35.33","United States","NASDAQ","USD","1.00","USD","-"
"ONTF","ON24 INC","Information Technology","Equity","7,063,154.76","0.01","7,063,154.76","887,331.00","7.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QTRX","QUANTERIX CORP","Health Care","Equity","7,037,725.02","0.01","7,037,725.02","1,094,514.00","6.43","United States","NASDAQ","USD","1.00","USD","-"
"LOCO","EL POLLO LOCO INC","Consumer Discretionary","Equity","7,006,495.68","0.01","7,006,495.68","678,924.00","10.32","United States","NASDAQ","USD","1.00","USD","-"
"CIO","CITY OFFICE REIT INC","Real Estate","Equity","7,009,274.12","0.01","7,009,274.12","1,004,194.00","6.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OPFI","OPPFI INC CLASS A","Financials","Equity","6,957,825.10","0.01","6,957,825.10","675,517.00","10.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NWFL","NORWOOD FINANCIAL CORP","Financials","Equity","6,913,788.00","0.01","6,913,788.00","246,921.00","28.00","United States","NASDAQ","USD","1.00","USD","-"
"CMRC","BIGCOMMERCE HOLDINGS INC SERIES","Information Technology","Equity","6,906,234.58","0.01","6,906,234.58","1,701,043.00","4.06","United States","NASDAQ","USD","1.00","USD","-"
"PSFE","PAYSAFE LTD","Financials","Equity","6,888,439.74","0.01","6,888,439.74","863,213.00","7.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TLS","TELOS CORPORATION CORP","Information Technology","Equity","6,875,318.88","0.01","6,875,318.88","1,386,153.00","4.96","United States","NASDAQ","USD","1.00","USD","-"
"ISTR","INVESTAR HOLDING CORP","Financials","Equity","6,847,231.45","0.01","6,847,231.45","261,245.00","26.21","United States","NASDAQ","USD","1.00","USD","-"
"DOMO","DOMO INC CLASS B","Information Technology","Equity","6,805,394.10","0.01","6,805,394.10","819,927.00","8.30","United States","NASDAQ","USD","1.00","USD","-"
"RBBN","RIBBON COMMUNICATIONS INC","Information Technology","Equity","6,784,033.80","0.01","6,784,033.80","2,339,322.00","2.90","United States","NASDAQ","USD","1.00","USD","-"
"BOC","BOSTON OMAHA CORP CLASS A","Communication","Equity","6,756,453.82","0.01","6,756,453.82","537,079.00","12.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRBS","BLUE RIDGE BANKSHARES INC","Financials","Equity","6,729,590.01","0.01","6,729,590.01","1,568,669.00","4.29","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"VIA","VIA TRANSPORTATION INC CLASS A","Information Technology","Equity","6,709,247.10","0.01","6,709,247.10","246,845.00","27.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPER","XPERI INC","Information Technology","Equity","6,700,222.09","0.01","6,700,222.09","1,161,217.00","5.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RNGR","RANGER ENERGY SERVICES INC CLASS A","Energy","Equity","6,700,264.88","0.01","6,700,264.88","476,548.00","14.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLBC","PLUMAS BANCORP","Financials","Equity","6,692,618.10","0.01","6,692,618.10","152,278.00","43.95","United States","NASDAQ","USD","1.00","USD","-"
"DMAC","DIAMEDICA THERAPEUTICS INC","Health Care","Equity","6,682,666.51","0.01","6,682,666.51","842,707.00","7.93","United States","NASDAQ","USD","1.00","USD","-"
"TH","TARGET HOSPITALITY CORP","Consumer Discretionary","Equity","6,677,810.10","0.01","6,677,810.10","824,421.00","8.10","United States","NASDAQ","USD","1.00","USD","-"
"PCB","PCB BANCORP","Financials","Equity","6,680,089.00","0.01","6,680,089.00","309,550.00","21.58","United States","NASDAQ","USD","1.00","USD","-"
"CLW","CLEARWATER PAPER CORP","Materials","Equity","6,668,598.90","0.01","6,668,598.90","376,757.00","17.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSTR","LB FOSTER","Industrials","Equity","6,669,024.32","0.01","6,669,024.32","247,184.00","26.98","United States","NASDAQ","USD","1.00","USD","-"
"VUZI","VUZIX CORP","Information Technology","Equity","6,661,073.65","0.01","6,661,073.65","1,730,149.00","3.85","United States","NASDAQ","USD","1.00","USD","-"
"KELYA","KELLY SERVICES INC CLASS A","Industrials","Equity","6,647,106.24","0.01","6,647,106.24","769,341.00","8.64","United States","NASDAQ","USD","1.00","USD","-"
"ACRS","ACLARIS THERAPEUTICS INC","Health Care","Equity","6,635,252.16","0.01","6,635,252.16","2,303,907.00","2.88","United States","NASDAQ","USD","1.00","USD","-"
"MITT","TPG MORTGAGE INVESTMENT TRUST INC","Financials","Equity","6,622,692.24","0.01","6,622,692.24","773,679.00","8.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","Jul 23, 2021"
"MPLT","MAPLIGHT THERAPEUTICS INC","Health Care","Equity","6,626,296.56","0.01","6,626,296.56","395,128.00","16.77","United States","NASDAQ","USD","1.00","USD","-"
"CZFS","CITIZENS FINANCIAL SERVICES INC","Financials","Equity","6,626,802.00","0.01","6,626,802.00","119,080.00","55.65","United States","NASDAQ","USD","1.00","USD","-"
"BMBL","BUMBLE INC CLASS A","Communication","Equity","6,621,736.58","0.01","6,621,736.58","1,829,209.00","3.62","United States","NASDAQ","USD","1.00","USD","-"
"OOMA","OOMA INC","Information Technology","Equity","6,600,594.82","0.01","6,600,594.82","592,513.00","11.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HDSN","HUDSON TECHNOLOGIES INC","Industrials","Equity","6,603,765.60","0.01","6,603,765.60","971,142.00","6.80","United States","NASDAQ","USD","1.00","USD","-"
"CTEV","CLARITEV CORP CLASS A","Health Care","Equity","6,581,709.12","0.01","6,581,709.12","194,208.00","33.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WSBF","WATERSTONE FINANCIAL INC","Financials","Equity","6,536,792.72","0.01","6,536,792.72","397,132.00","16.46","United States","NASDAQ","USD","1.00","USD","-"
"ALDX","ALDEYRA THERAPEUTICS INC","Health Care","Equity","6,510,549.74","0.01","6,510,549.74","1,394,122.00","4.67","United States","NASDAQ","USD","1.00","USD","-"
"RPAY","REPAY HOLDINGS CORP CLASS A","Financials","Equity","6,475,904.88","0.01","6,475,904.88","1,788,924.00","3.62","United States","NASDAQ","USD","1.00","USD","-"
"BLZE","BACKBLAZE INC CLASS A","Information Technology","Equity","6,449,481.00","0.01","6,449,481.00","1,360,650.00","4.74","United States","NASDAQ","USD","1.00","USD","-"
"PACK","RANPAK HOLDINGS CORP CLASS A","Materials","Equity","6,441,189.16","0.01","6,441,189.16","1,164,772.00","5.53","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VOXR","VOX ROYALTY CORP","Materials","Equity","6,442,239.96","0.01","6,442,239.96","1,376,547.00","4.68","Canada","NASDAQ","USD","1.00","USD","-"
"MVIS","MICROVISION INC","Information Technology","Equity","6,433,062.15","0.01","6,433,062.15","7,230,597.00","0.89","United States","NASDAQ","USD","1.00","USD","-"
"XOMA","XOMA ROYALTY CORP","Health Care","Equity","6,434,313.21","0.01","6,434,313.21","229,879.00","27.99","United States","NASDAQ","USD","1.00","USD","-"
"FRPH","FRP HOLDINGS INC","Real Estate","Equity","6,436,691.91","0.01","6,436,691.91","282,683.00","22.77","United States","NASDAQ","USD","1.00","USD","-"
"DSGR","DISTRIBUTION SOLUTIONS GROUP INC","Industrials","Equity","6,423,487.32","0.01","6,423,487.32","229,083.00","28.04","United States","NASDAQ","USD","1.00","USD","-"
"ACRE","ARES COMMERCIAL REAL ESTATE REIT C","Financials","Equity","6,411,827.18","0.01","6,411,827.18","1,355,566.00","4.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SB","SAFE BULKERS INC","Industrials","Equity","6,406,845.27","0.01","6,406,845.27","1,326,469.00","4.83","Monaco","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SSP","EW SCRIPPS CLASS A","Communication","Equity","6,400,208.70","0.01","6,400,208.70","1,620,306.00","3.95","United States","NASDAQ","USD","1.00","USD","-"
"SIGA","SIGA TECHNOLOGIES INC","Health Care","Equity","6,377,104.14","0.01","6,377,104.14","1,017,082.00","6.27","United States","NASDAQ","USD","1.00","USD","-"
"MBCN","MIDDLEFIELD BANC CORP","Financials","Equity","6,361,047.88","0.01","6,361,047.88","187,448.00","33.94","United States","NASDAQ","USD","1.00","USD","-"
"NCMI","NATIONAL CINEMEDIA INC","Communication","Equity","6,365,402.88","0.01","6,365,402.88","1,657,657.00","3.84","United States","NASDAQ","USD","1.00","USD","-"
"PBYI","PUMA BIOTECHNOLOGY INC","Health Care","Equity","6,356,358.94","0.01","6,356,358.94","1,101,622.00","5.77","United States","NASDAQ","USD","1.00","USD","-"
"EGHT","8X8 INC","Information Technology","Equity","6,311,496.24","0.01","6,311,496.24","3,339,416.00","1.89","United States","NASDAQ","USD","1.00","USD","-"
"MEC","MAYVILLE ENGINEERING COMPANY INC","Industrials","Equity","6,282,664.05","0.01","6,282,664.05","331,539.00","18.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LENZ","LENZ THERAPEUTICS INC","Health Care","Equity","6,271,616.00","0.01","6,271,616.00","391,976.00","16.00","United States","NASDAQ","USD","1.00","USD","-"
"AVIR","ATEA PHARMACEUTICALS INC","Health Care","Equity","6,236,086.92","0.01","6,236,086.92","1,791,979.00","3.48","United States","NASDAQ","USD","1.00","USD","-"
"NATH","NATHANS FAMOUS INC","Consumer Discretionary","Equity","6,209,079.49","0.01","6,209,079.49","67,501.00","91.98","United States","NASDAQ","USD","1.00","USD","-"
"RMR","RMR GROUP INC CLASS A","Real Estate","Equity","6,201,333.10","0.01","6,201,333.10","409,870.00","15.13","United States","NASDAQ","USD","1.00","USD","-"
"CCRN","CROSS COUNTRY HEALTHCARE INC","Health Care","Equity","6,115,476.64","0.01","6,115,476.64","758,744.00","8.06","United States","NASDAQ","USD","1.00","USD","-"
"TOI","ONCOLOGY INSTITUTE INC","Health Care","Equity","6,106,861.65","0.01","6,106,861.65","1,663,995.00","3.67","United States","NASDAQ","USD","1.00","USD","-"
"HNST","THE HONEST COMPANY INC","Consumer Staples","Equity","6,097,380.21","0.01","6,097,380.21","2,336,161.00","2.61","United States","NASDAQ","USD","1.00","USD","-"
"CRCT","CRICUT INC CLASS A","Consumer Discretionary","Equity","6,091,934.10","0.01","6,091,934.10","1,261,270.00","4.83","United States","NASDAQ","USD","1.00","USD","-"
"JMSB","JOHN MARSHALL BANCORP INC","Financials","Equity","6,084,329.92","0.01","6,084,329.92","308,536.00","19.72","United States","NASDAQ","USD","1.00","USD","-"
"FTK","FLOTEK INDUSTRIES INC","Materials","Equity","6,087,054.60","0.01","6,087,054.60","357,012.00","17.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRNT","GRANITE RIDGE RESOURCES INC","Energy","Equity","6,076,282.68","0.01","6,076,282.68","1,298,351.00","4.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DBI","DESIGNER BRANDS INC CLASS A","Consumer Discretionary","Equity","6,080,495.40","0.01","6,080,495.40","851,610.00","7.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLSE","PULSE BIOSCIENCES INC","Health Care","Equity","6,066,085.09","0.01","6,066,085.09","453,031.00","13.39","United States","NASDAQ","USD","1.00","USD","-"
"HSHP","HIMALAYA SHIPPING LTD","Industrials","Equity","6,060,633.28","0.01","6,060,633.28","685,592.00","8.84","Norway","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZIP","ZIPRECRUITER INC CLASS A","Communication","Equity","6,024,520.32","0.01","6,024,520.32","1,598,016.00","3.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVNW","AVIAT NETWORKS INC","Information Technology","Equity","6,025,406.40","0.01","6,025,406.40","278,954.00","21.60","United States","NASDAQ","USD","1.00","USD","-"
"KFS","KINGSWAY FINANCIAL SERVICES INC","Financials","Equity","6,028,537.40","0.01","6,028,537.40","510,893.00","11.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GCO","GENESCO INC","Consumer Discretionary","Equity","6,002,762.36","0.01","6,002,762.36","242,732.00","24.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMC","SUMMIT MIDSTREAM CORP","Energy","Equity","5,987,056.96","0.01","5,987,056.96","223,648.00","26.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JRVR","JAMES RIVER GROUP HOLDINGS INC","Financials","Equity","5,981,637.20","0.01","5,981,637.20","971,045.00","6.16","United States","NASDAQ","USD","1.00","USD","-"
"SPOK","SPOK HOLDINGS INC","Communication","Equity","5,965,271.00","0.01","5,965,271.00","458,867.00","13.00","United States","NASDAQ","USD","1.00","USD","-"
"TBCH","TURTLE BEACH CORP","Information Technology","Equity","5,959,341.20","0.01","5,959,341.20","425,060.00","14.02","United States","NASDAQ","USD","1.00","USD","-"
"WBTN","WEBTOON ENTERTAINMENT INC","Communication","Equity","5,950,338.82","0.01","5,950,338.82","450,442.00","13.21","United States","NASDAQ","USD","1.00","USD","-"
"VMD","VIEMED HEALTHCARE INC","Health Care","Equity","5,938,002.36","0.01","5,938,002.36","822,438.00","7.22","United States","NASDAQ","USD","1.00","USD","-"
"ATEX","ANTERIX INC","Communication","Equity","5,897,996.91","0.01","5,897,996.91","265,317.00","22.23","United States","NASDAQ","USD","1.00","USD","-"
"ABEO","ABEONA THERAPEUTICS INC","Health Care","Equity","5,901,486.21","0.01","5,901,486.21","1,111,391.00","5.31","United States","NASDAQ","USD","1.00","USD","-"
"JOUT","JOHNSON OUTDOORS INC CLASS A","Consumer Discretionary","Equity","5,903,760.33","0.01","5,903,760.33","136,377.00","43.29","United States","NASDAQ","USD","1.00","USD","-"
"CADL","CANDEL THERAPEUTICS INC","Health Care","Equity","5,880,286.40","0.01","5,880,286.40","1,080,935.00","5.44","United States","NASDAQ","USD","1.00","USD","-"
"ASLE","AERSALE CORP","Industrials","Equity","5,864,199.52","0.01","5,864,199.52","812,216.00","7.22","United States","NASDAQ","USD","1.00","USD","-"
"KRMD","KORU MEDICAL SYSTEMS INC","Health Care","Equity","5,856,924.15","0.01","5,856,924.15","1,044,015.00","5.61","United States","NASDAQ","USD","1.00","USD","-"
"PAL","PROFICIENT AUTO LOGISTICS INC","Industrials","Equity","5,819,949.27","0.01","5,819,949.27","593,267.00","9.81","United States","NASDAQ","USD","1.00","USD","-"
"DDD","3D SYSTEMS CORP","Industrials","Equity","5,790,002.35","0.01","5,790,002.35","3,129,731.00","1.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMLR","SEMLER SCIENTIFIC INC","Health Care","Equity","5,770,410.10","0.01","5,770,410.10","324,545.00","17.78","United States","NASDAQ","USD","1.00","USD","-"
"CIA","CITIZENS INC CLASS A","Financials","Equity","5,740,042.62","0.01","5,740,042.62","1,152,619.00","4.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TECX","TECTONIC THERAPEUTIC INC","Health Care","Equity","5,733,940.20","0.01","5,733,940.20","274,220.00","20.91","United States","NASDAQ","USD","1.00","USD","-"
"BH","BIGLARI HOLDINGS INCINARY CLASS B","Consumer Discretionary","Equity","5,736,372.72","0.01","5,736,372.72","16,692.00","343.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WOOF","PETCO HEALTH AND WELLNESS COMPANY","Consumer Discretionary","Equity","5,715,572.40","0.01","5,715,572.40","2,005,464.00","2.85","United States","NASDAQ","USD","1.00","USD","-"
"INSE","INSPIRED ENTERTAINMENT INC","Consumer Discretionary","Equity","5,716,240.14","0.01","5,716,240.14","637,262.00","8.97","United States","NASDAQ","USD","1.00","USD","-"
"BLFY","BLUE FOUNDRY BANCORP","Financials","Equity","5,720,034.87","0.01","5,720,034.87","457,237.00","12.51","United States","NASDAQ","USD","1.00","USD","-"
"PLTK","PLAYTIKA HOLDING CORP","Communication","Equity","5,713,867.10","0.01","5,713,867.10","1,435,645.00","3.98","United States","NASDAQ","USD","1.00","USD","-"
"HYLN","HYLIION HOLDINGS CORP","Industrials","Equity","5,677,717.50","0.01","5,677,717.50","3,119,625.00","1.82","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ASUR","ASURE SOFTWARE INC","Industrials","Equity","5,639,008.77","0.01","5,639,008.77","620,353.00","9.09","United States","NASDAQ","USD","1.00","USD","-"
"DSGN","DESIGN THERAPEUTICS INC","Health Care","Equity","5,633,009.20","0.01","5,633,009.20","619,012.00","9.10","United States","NASDAQ","USD","1.00","USD","-"
"MYFW","FIRST WESTERN FINANCIAL INC","Financials","Equity","5,624,322.60","0.01","5,624,322.60","211,044.00","26.65","United States","NASDAQ","USD","1.00","USD","-"
"ALMU","AELUMA INC","Information Technology","Equity","5,605,860.80","0.01","5,605,860.80","314,936.00","17.80","United States","NASDAQ","USD","1.00","USD","-"
"USAU","US GOLD CORP","Materials","Equity","5,584,083.12","0.01","5,584,083.12","302,169.00","18.48","United States","NASDAQ","USD","1.00","USD","-"
"AURA","AURA BIOSCIENCES INC","Health Care","Equity","5,587,344.80","0.01","5,587,344.80","1,054,216.00","5.30","United States","NASDAQ","USD","1.00","USD","-"
"III","INFORMATION SERVICES GROUP INC","Information Technology","Equity","5,560,179.84","0.01","5,560,179.84","996,448.00","5.58","United States","NASDAQ","USD","1.00","USD","-"
"NEXN","NEXXEN INTERNATIONAL LTD","Communication","Equity","5,553,339.76","0.01","5,553,339.76","878,693.00","6.32","Israel","NASDAQ","USD","1.00","USD","-"
"ATLO","AMES NATIONAL CORP","Financials","Equity","5,524,273.68","0.01","5,524,273.68","242,932.00","22.74","United States","NASDAQ","USD","1.00","USD","-"
"MEI","METHODE ELECTRONICS INC","Information Technology","Equity","5,526,622.30","0.01","5,526,622.30","824,869.00","6.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INR","INFINITY NATURAL RESOURCES INC CLA","Energy","Equity","5,510,167.04","0.01","5,510,167.04","374,332.00","14.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FVCB","FVCBANKCORP INC","Financials","Equity","5,506,410.32","0.01","5,506,410.32","394,442.00","13.96","United States","NASDAQ","USD","1.00","USD","-"
"ATNI","ATN INTERNATIONAL INC","Communication","Equity","5,499,761.08","0.01","5,499,761.08","247,514.00","22.22","United States","NASDAQ","USD","1.00","USD","-"
"USNA","USANA HEALTH SCIENCES INC","Consumer Staples","Equity","5,488,670.16","0.01","5,488,670.16","282,339.00","19.44","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BKTI","BK TECHNOLOGIES CORP","Information Technology","Equity","5,485,681.09","0.01","5,485,681.09","72,977.00","75.17","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"XPOF","XPONENTIAL FITNESS INC CLASS A","Consumer Discretionary","Equity","5,468,019.96","0.01","5,468,019.96","681,798.00","8.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FDBC","FIDELITY D AND D BANCORP INC","Financials","Equity","5,421,939.88","0.01","5,421,939.88","125,566.00","43.18","United States","NASDAQ","USD","1.00","USD","-"
"NRC","NATIONAL RESEARCH CORP","Health Care","Equity","5,407,828.05","0.01","5,407,828.05","299,935.00","18.03","United States","NASDAQ","USD","1.00","USD","-"
"JELD","JELD WEN HOLDING INC","Industrials","Equity","5,412,190.80","0.01","5,412,190.80","2,182,335.00","2.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BELFA","BEL FUSE INC CLASS A","Information Technology","Equity","5,372,707.49","0.01","5,372,707.49","35,141.00","152.89","United States","NASDAQ","USD","1.00","USD","-"
"THRY","THRYV HOLDINGS INC","Communication","Equity","5,374,887.84","0.01","5,374,887.84","947,952.00","5.67","United States","NASDAQ","USD","1.00","USD","-"
"REFI","CHICAGO ATLANTIC REAL ESTATE FINAN","Financials","Equity","5,361,065.06","0.01","5,361,065.06","437,281.00","12.26","United States","NASDAQ","USD","1.00","USD","-"
"OVLY","OAK VALLEY BANCORP","Financials","Equity","5,349,118.50","0.01","5,349,118.50","180,105.00","29.70","United States","NASDAQ","USD","1.00","USD","-"
"LMNR","LIMONEIRA","Consumer Staples","Equity","5,343,126.30","0.01","5,343,126.30","418,085.00","12.78","United States","NASDAQ","USD","1.00","USD","-"
"SPIR","SPIRE GLOBAL INC CLASS A","Industrials","Equity","5,346,686.95","0.01","5,346,686.95","684,595.00","7.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRDA","CRAWFORD CLASS A","Financials","Equity","5,320,420.80","0.01","5,320,420.80","488,112.00","10.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FUNC","FIRST UNITED CORP","Financials","Equity","5,321,745.50","0.01","5,321,745.50","143,540.00","37.08","United States","NASDAQ","USD","1.00","USD","-"
"LCNB","LCNB CORP","Financials","Equity","5,282,877.95","0.01","5,282,877.95","326,305.00","16.19","United States","NASDAQ","USD","1.00","USD","-"
"VEL","VELOCITY FINANCIAL INC","Financials","Equity","5,278,691.92","0.01","5,278,691.92","270,148.00","19.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LILA","LIBERTY LATIN AMERICA LTD CLASS A","Communication","Equity","5,280,466.62","0.01","5,280,466.62","727,337.00","7.26","United States","NASDAQ","USD","1.00","USD","-"
"PCYO","PURE CYCLE CORP","Utilities","Equity","5,271,972.14","0.01","5,271,972.14","487,694.00","10.81","United States","NASDAQ","USD","1.00","USD","-"
"SEVN","SEVEN HILLS REALTY TRUST","Financials","Equity","5,262,080.50","0.01","5,262,080.50","591,245.00","8.90","United States","NASDAQ","USD","1.00","USD","-"
"RLGT","RADIANT LOGISTIC INC","Industrials","Equity","5,254,473.28","0.01","5,254,473.28","831,404.00","6.32","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"OPRT","OPORTUN FINANCIAL CORP","Financials","Equity","5,243,693.18","0.01","5,243,693.18","1,036,303.00","5.06","United States","NASDAQ","USD","1.00","USD","-"
"PESI","PERMA FIX ENVIRONMENTAL SERVICES I","Industrials","Equity","5,243,735.00","0.01","5,243,735.00","428,060.00","12.25","United States","NASDAQ","USD","1.00","USD","-"
"LFCR","LIFECORE BIOMEDICAL INC","Health Care","Equity","5,222,417.94","0.01","5,222,417.94","674,731.00","7.74","United States","NASDAQ","USD","1.00","USD","-"
"SNWV","SANUWAVE HEALTH INC","Health Care","Equity","5,209,618.14","0.01","5,209,618.14","180,326.00","28.89","United States","NASDAQ","USD","1.00","USD","-"
"TBRG","TRUBRIDGE INC","Health Care","Equity","5,214,863.50","0.01","5,214,863.50","249,515.00","20.90","United States","NASDAQ","USD","1.00","USD","-"
"FBLA","FB BANCORP INC","Financials","Equity","5,204,898.88","0.01","5,204,898.88","403,168.00","12.91","United States","NASDAQ","USD","1.00","USD","-"
"AGL","AGILON HEALTH","Health Care","Equity","5,187,519.56","0.01","5,187,519.56","7,701,187.00","0.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PINE","ALPINE INCOME PROPERTY TRUST INC","Real Estate","Equity","5,137,891.11","0.01","5,137,891.11","306,009.00","16.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHMG","CHEMUNG FINANCIAL CORP","Financials","Equity","5,127,196.50","0.01","5,127,196.50","94,077.00","54.50","United States","NASDAQ","USD","1.00","USD","-"
"NKSH","NATIONAL BANKSHARES INC","Financials","Equity","5,119,917.02","0.01","5,119,917.02","155,102.00","33.01","United States","NASDAQ","USD","1.00","USD","-"
"JCAP","JEFFERSON CAPITAL INC","Financials","Equity","5,069,203.92","0.01","5,069,203.92","229,272.00","22.11","United States","NASDAQ","USD","1.00","USD","-"
"RCKY","ROCKY BRANDS INC","Consumer Discretionary","Equity","5,049,331.73","0.01","5,049,331.73","176,119.00","28.67","United States","NASDAQ","USD","1.00","USD","-"
"ALLO","ALLOGENE THERAPEUTICS INC","Health Care","Equity","5,038,596.90","0.01","5,038,596.90","3,732,294.00","1.35","United States","NASDAQ","USD","1.00","USD","-"
"FRAF","FRANKLIN FINANCIAL SERVICES CORP","Financials","Equity","5,016,988.62","0.01","5,016,988.62","102,534.00","48.93","United States","NASDAQ","USD","1.00","USD","-"
"CTRN","CITI TRENDS INC","Consumer Discretionary","Equity","5,006,939.86","0.01","5,006,939.86","120,562.00","41.53","United States","NASDAQ","USD","1.00","USD","-"
"VTEX","VTEX CLASS A","Information Technology","Equity","5,009,389.11","0.01","5,009,389.11","1,379,997.00","3.63","Brazil","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OPRX","OPTIMIZERX CORP","Health Care","Equity","4,998,292.38","0.01","4,998,292.38","402,439.00","12.42","United States","NASDAQ","USD","1.00","USD","-"
"WNEB","WESTERN NEW ENGLAND BANCORP INC","Financials","Equity","5,001,083.10","0.01","5,001,083.10","404,946.00","12.35","United States","NASDAQ","USD","1.00","USD","-"
"ARDT","ARDENT HEALTH INC","Health Care","Equity","5,001,168.96","0.01","5,001,168.96","578,839.00","8.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALCO","ALICO INC","Consumer Staples","Equity","4,982,536.80","0.01","4,982,536.80","135,690.00","36.72","United States","NASDAQ","USD","1.00","USD","-"
"CFFI","C AND F FINANCIAL CORP","Financials","Equity","4,977,562.80","0.01","4,977,562.80","70,404.00","70.70","United States","NASDAQ","USD","1.00","USD","-"
"PKOH","PARK OHIO HOLDINGS CORP","Industrials","Equity","4,973,633.28","0.01","4,973,633.28","239,232.00","20.79","United States","NASDAQ","USD","1.00","USD","-"
"BSVN","BANK7 CORP","Financials","Equity","4,955,379.14","0.01","4,955,379.14","119,753.00","41.38","United States","NASDAQ","USD","1.00","USD","-"
"HRTX","HERON THERAPEUTICS INC","Health Care","Equity","4,945,143.42","0.01","4,945,143.42","3,924,717.00","1.26","United States","NASDAQ","USD","1.00","USD","-"
"RICK","RCI HOSPITALITY HOLDINGS INC","Consumer Discretionary","Equity","4,936,162.11","0.01","4,936,162.11","210,677.00","23.43","United States","NASDAQ","USD","1.00","USD","-"
"NFE","NEW FORTRESS ENERGY INC CLASS A","Energy","Equity","4,924,053.24","0.01","4,924,053.24","4,436,084.00","1.11","United States","NASDAQ","USD","1.00","USD","-"
